regime_id,target_id,forecast_year,fit_scope,selected_penalty,training_start_year,training_end_year,training_row_count,predictor,standardized_coefficient,interpretation
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_poverty_rate,2.3813996180195125,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_mean_years_schooling,0.017370125457781087,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_labor_force_participation,0.037792267239202426,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_rice_yield,-0.09981731016756529,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2022,outer_backtest,0.01,2019,2021,57,lag1_poverty_rate,2.42369725573539,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2022,outer_backtest,0.01,2019,2021,57,lag1_mean_years_schooling,0.0806332541602743,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2022,outer_backtest,0.01,2019,2021,57,lag1_labor_force_participation,0.10205661585074247,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2022,outer_backtest,0.01,2019,2021,57,lag1_rice_yield,-0.05347772134692898,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2023,outer_backtest,0.1,2019,2022,76,lag1_poverty_rate,2.3169397974764547,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2023,outer_backtest,0.1,2019,2022,76,lag1_mean_years_schooling,0.04952623154869913,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2023,outer_backtest,0.1,2019,2022,76,lag1_labor_force_participation,0.09717167493291465,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2023,outer_backtest,0.1,2019,2022,76,lag1_rice_yield,-0.10887264194016737,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2024,outer_backtest,0.1,2019,2023,95,lag1_poverty_rate,2.321676880470155,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2024,outer_backtest,0.1,2019,2023,95,lag1_mean_years_schooling,0.030586633622969324,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2024,outer_backtest,0.1,2019,2023,95,lag1_labor_force_participation,0.0987049441889886,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2024,outer_backtest,0.1,2019,2023,95,lag1_rice_yield,-0.06265254700331077,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2025,outer_backtest,0.1,2019,2024,114,lag1_poverty_rate,2.33184089315685,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2025,outer_backtest,0.1,2019,2024,114,lag1_mean_years_schooling,0.024094039502904993,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2025,outer_backtest,0.1,2019,2024,114,lag1_labor_force_participation,0.09037022046920698,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2025,outer_backtest,0.1,2019,2024,114,lag1_rice_yield,-0.04444267364950584,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_unemployment_rate,1.223085054277093,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_mean_years_schooling,0.5640242905661261,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_labor_force_participation,-0.39109854898242025,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2021,outer_backtest,0.01,2019,2020,38,lag1_rice_yield,-0.34286748675800754,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2022,outer_backtest,1.0,2019,2021,57,lag1_unemployment_rate,1.232406008024757,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2022,outer_backtest,1.0,2019,2021,57,lag1_mean_years_schooling,0.41089196039212084,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2022,outer_backtest,1.0,2019,2021,57,lag1_labor_force_participation,-0.6580753858620777,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2022,outer_backtest,1.0,2019,2021,57,lag1_rice_yield,-0.4246093851563097,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2023,outer_backtest,1.0,2019,2022,76,lag1_unemployment_rate,1.308574924698409,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2023,outer_backtest,1.0,2019,2022,76,lag1_mean_years_schooling,0.22123394845865293,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2023,outer_backtest,1.0,2019,2022,76,lag1_labor_force_participation,-0.5783114928435598,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2023,outer_backtest,1.0,2019,2022,76,lag1_rice_yield,-0.3051490081078827,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2024,outer_backtest,1.0,2019,2023,95,lag1_unemployment_rate,1.382951615386341,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2024,outer_backtest,1.0,2019,2023,95,lag1_mean_years_schooling,0.14317382589611755,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2024,outer_backtest,1.0,2019,2023,95,lag1_labor_force_participation,-0.5231029372995317,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2024,outer_backtest,1.0,2019,2023,95,lag1_rice_yield,-0.2332431955741537,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2025,outer_backtest,1.0,2019,2024,114,lag1_unemployment_rate,1.4274950368316968,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2025,outer_backtest,1.0,2019,2024,114,lag1_mean_years_schooling,0.08716051259827907,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2025,outer_backtest,1.0,2019,2024,114,lag1_labor_force_participation,-0.46574026597336227,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2025,outer_backtest,1.0,2019,2024,114,lag1_rice_yield,-0.17758032398516702,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2021,outer_backtest,10.0,2019,2020,38,lag1_real_grdp_growth,2.202340671156673,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2021,outer_backtest,10.0,2019,2020,38,lag1_mean_years_schooling,-0.7541292406419884,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2021,outer_backtest,10.0,2019,2020,38,lag1_labor_force_participation,-0.1408520115946578,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2021,outer_backtest,10.0,2019,2020,38,lag1_rice_yield,-0.3911885798797528,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2022,outer_backtest,100.0,2019,2021,57,lag1_real_grdp_growth,-0.16536296034823908,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2022,outer_backtest,100.0,2019,2021,57,lag1_mean_years_schooling,0.12072761419597708,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2022,outer_backtest,100.0,2019,2021,57,lag1_labor_force_participation,0.07836900122262334,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2022,outer_backtest,100.0,2019,2021,57,lag1_rice_yield,-0.03587567462805159,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2023,outer_backtest,100.0,2019,2022,76,lag1_real_grdp_growth,-0.14942536724479535,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2023,outer_backtest,100.0,2019,2022,76,lag1_mean_years_schooling,0.11364379519000717,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2023,outer_backtest,100.0,2019,2022,76,lag1_labor_force_participation,0.04909882604244336,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2023,outer_backtest,100.0,2019,2022,76,lag1_rice_yield,-0.0019042234161957918,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2024,outer_backtest,100.0,2019,2023,95,lag1_real_grdp_growth,-0.07174511736108369,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2024,outer_backtest,100.0,2019,2023,95,lag1_mean_years_schooling,0.12950765337560766,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2024,outer_backtest,100.0,2019,2023,95,lag1_labor_force_participation,0.10821188076480881,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2024,outer_backtest,100.0,2019,2023,95,lag1_rice_yield,0.08082544225205827,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2025,outer_backtest,100.0,2019,2024,114,lag1_real_grdp_growth,-0.03240651872095232,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2025,outer_backtest,100.0,2019,2024,114,lag1_mean_years_schooling,0.1542923115568727,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2025,outer_backtest,100.0,2019,2024,114,lag1_labor_force_participation,0.1331729335210668,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2025,outer_backtest,100.0,2019,2024,114,lag1_rice_yield,0.09443471583488666,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2026,final_2026_fit,0.1,2019,2025,133,lag1_poverty_rate,2.34831658621094,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2026,final_2026_fit,0.1,2019,2025,133,lag1_mean_years_schooling,0.010790625638229688,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2026,final_2026_fit,0.1,2019,2025,133,lag1_labor_force_participation,0.05680678633875135,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,poverty_rate,2026,final_2026_fit,0.1,2019,2025,133,lag1_rice_yield,-0.009661515152834635,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2026,final_2026_fit,1.0,2019,2025,133,lag1_unemployment_rate,1.4361784859916238,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2026,final_2026_fit,1.0,2019,2025,133,lag1_mean_years_schooling,0.07116753857164834,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2026,final_2026_fit,1.0,2019,2025,133,lag1_labor_force_participation,-0.4448249766856832,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,unemployment_rate,2026,final_2026_fit,1.0,2019,2025,133,lag1_rice_yield,-0.16642571066555242,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2026,final_2026_fit,100.0,2019,2025,133,lag1_real_grdp_growth,-0.03354617870206951,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2026,final_2026_fit,100.0,2019,2025,133,lag1_mean_years_schooling,0.15546288546853765,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2026,final_2026_fit,100.0,2019,2025,133,lag1_labor_force_participation,0.12887132862881778,predictive_diagnostic_not_causal_effect
sumbar_current_kabkota_dynamic_forecast_2019_2026_v1,real_grdp_growth,2026,final_2026_fit,100.0,2019,2025,133,lag1_rice_yield,0.09290238490587555,predictive_diagnostic_not_causal_effect
