observation_id,indicator_id,geography_id,time_start,time_end,frequency,value_numeric,unit,claim_type,provenance_id,suppressed,comparable,methodology_version,price_basis,notes
bpsobs_002254c7fd55ffb8ef95dd47,labor_force_participation,idn.13.1304,2022-08-01,2022-08-31,annual,68.17,percent,observed,bpsprov_ba6ebf736b043a24fb0a8367,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1304:Kab. Sijunjung; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_0031c1dbc8127156b02d23da,unemployment_rate,idn.13.1308,2025-08-01,2025-08-31,annual,3.78,percent,observed,bpsprov_a4d570f5955cf0ac7ac1e29f,false,,Sakernas August,,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1308:Kab. Lima Puluh Kota; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
bpsobs_00c0925e976dfaf3fa18542f,life_expectancy,idn.13.1301,2020-01-01,2020-12-31,annual,70.73,years,observed,bpsprov_bccddeee99a0b0cc8ae3b0bf,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_00d8313988114924bd064544,real_grdp_growth,idn.13,2025-01-01,2025-12-31,annual,3.37,percent,observed,bpsprov_ae12c79ade84e1b148c84799,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1300:SUMATERA BARAT (Provinsi); geography_mapping=qualified_source_aggregate_alias; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010; release_status=very_very_provisional
bpsobs_00df342fd5348ab11507bb1e,poverty_rate,idn.13.1306,2022-03-01,2022-03-31,annual,6.25,percent,observed,bpsprov_07afa8f13634c9788796a1be,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_00e05efc56d967d8a65ed388,expected_years_schooling,idn.13.1371,2019-03-01,2019-03-31,annual,16.51,years,observed,bpsprov_82e03fec5a6c78e8c783fdda,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1371:Kota Padang; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_00e37e9fc2cf1d66aa427214,labor_force_participation,idn.13.1304,2024-08-01,2024-08-31,annual,70.18,percent,observed,bpsprov_da6907579350f5a1fd4daaa4,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1304:Kab. Sijunjung; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_013945e7ca1a90b577f80028,poverty_rate,idn.13,2024-03-01,2024-03-31,annual,5.97,percent,observed,bpsprov_76330cb31f219a56a7d551dc,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1300:SUMATERA BARAT (Provinsi); geography_mapping=qualified_source_aggregate_alias; quality_rule=retain poverty-methodology/source notes
bpsobs_021e2b4149b8280b5283e52c,expected_years_schooling,idn.13.1375,2024-03-01,2024-03-31,annual,15.28,years,observed,bpsprov_201a0a2b90685d55a0143e64,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1375:Kota Bukittinggi; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_022e26c8ddc6eb0568fa0e43,expected_years_schooling,idn.13.1312,2019-03-01,2019-03-31,annual,13.4,years,observed,bpsprov_82e03fec5a6c78e8c783fdda,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1312:Kab. Pasaman Barat; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_02336b01babf8f33dd150f84,labor_force_participation,idn.13.1305,2023-08-01,2023-08-31,annual,69.43,percent,observed,bpsprov_2776cfd7d11c4be66cb629f9,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1305:Kab. Tanah Datar; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_028bfd8a84e08be2423b5ef1,poverty_rate,idn.13.1305,2024-03-01,2024-03-31,annual,4.28,percent,observed,bpsprov_76330cb31f219a56a7d551dc,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1305:Tanah Datar; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_02a9196143672028f3059c4a,real_grdp_growth,idn.13.1307,2020-01-01,2020-12-31,annual,-1.37,percent,observed,bpsprov_e5a920fca830644335e66025,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1307:Agam; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
bpsobs_02f5694fc3440bd3f9cb492b,unemployment_rate,idn.13.1301,2024-08-01,2024-08-31,annual,1.44,percent,observed,bpsprov_918fda098286d7132aaadd28,false,,Sakernas August,,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
bpsobs_031e64ccc9e718fa08a221e7,real_grdp_growth,idn.13.1377,2018-01-01,2018-12-31,annual,5.47,percent,observed,bpsprov_334a15296b02b74a48ac724e,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1377:Pariaman; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
bpsobs_039d3d0a21b4dd140295f6b2,expected_years_schooling,idn.13.1312,2023-03-01,2023-03-31,annual,13.7,years,observed,bpsprov_cde052e57f05b91e06c2e261,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1312:Kab. Pasaman Barat; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_03f3aca04c5bd284846e24a0,poverty_rate,idn.13.1306,2019-03-01,2019-03-31,annual,7.1,percent,observed,bpsprov_a3a2aed09ac98b164a7cf8f1,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_04801fd594e445632fbe10a4,real_grdp_growth,idn.13.1305,2022-01-01,2022-12-31,annual,4.16,percent,observed,bpsprov_69f4d3401201e7f429f0371f,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1305:Tanah Datar; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
bpsobs_04c87e87691fe147571ae1e9,life_expectancy,idn.13.1307,2022-01-01,2022-12-31,annual,74.07,years,observed,bpsprov_8e47c62ff74ef0847a5cff92,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1307:Kab. Agam; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_0510fd11d02c1f3a46e1eacb,labor_force_participation,idn.13,2020-08-01,2020-08-31,annual,69.01,percent,observed,bpsprov_22319e4d86199cb8c1878bba,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1378:Provinsi Sumatera Barat; geography_mapping=qualified_source_aggregate_alias; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_0517c145a8fe5eb7c4031a4b,unemployment_rate,idn.13.1307,2019-08-01,2019-08-31,annual,4.78,percent,observed,bpsprov_f15e0f6de3fc2b7c85e7802c,false,,Sakernas August,,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1307:Kab. Agam; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
bpsobs_0544e2dc2ff696ba4c780651,poverty_rate,idn.13.1303,2019-03-01,2019-03-31,annual,7.98,percent,observed,bpsprov_a3a2aed09ac98b164a7cf8f1,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1303:Kab.Solok; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_054fca622f0fbc406085a0dc,expected_years_schooling,idn.13.1311,2018-03-01,2018-03-31,annual,12.41,years,observed,bpsprov_1c9e409f73f417d3bb806144,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1311:Kab. Dharmasraya; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_057c3c6698d57e0590ea19ab,life_expectancy,idn.13.1308,2024-01-01,2024-12-31,annual,73.42,years,observed,bpsprov_4edb40782c8f432cc3add0cc,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1308:Kab. Lima Puluh Kota; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_05a44a18d2430a5c1c634713,poverty_rate,idn.13.1377,2023-03-01,2023-03-31,annual,4.2,percent,observed,bpsprov_81f9e12f5ebaf95e940bea3c,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1377:Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_05beac6784568ffeae40ff38,real_grdp_growth,idn.13.1303,2024-01-01,2024-12-31,annual,3.91,percent,observed,bpsprov_53424a30222ff5665f0b6500,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1303:Kab.Solok; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010; release_status=very_provisional
bpsobs_05c6ddf33ffc2723d2e4d41a,life_expectancy,idn.13.1302,2025-01-01,2025-12-31,annual,73.68,years,observed,bpsprov_a83779be89bfd96d3de692bb,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1302:Kab. Pesisir Selatan; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_060bdddb8ec059d75f8e1ec7,life_expectancy,idn.13.1312,2022-01-01,2022-12-31,annual,72.14,years,observed,bpsprov_8e47c62ff74ef0847a5cff92,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1312:Kab. Pasaman Barat; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_0619073e7add87c35b582124,life_expectancy,idn.13.1375,2023-01-01,2023-12-31,annual,75.33,years,observed,bpsprov_d7adc77cd028b6d503ff15ea,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1375:Kota Bukittinggi; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_062b269ca0e3641f1fc00df3,expected_years_schooling,idn.13.1371,2018-03-01,2018-03-31,annual,16.5,years,observed,bpsprov_1c9e409f73f417d3bb806144,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1371:Kota Padang; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_06474c8db4fb1450433c461d,expected_years_schooling,idn.13.1374,2021-03-01,2021-03-31,annual,15.07,years,observed,bpsprov_59b3fcea1b8f80dc25e5997f,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1374:Kota Padang Panjang; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_065ef0690595af73b224066b,poverty_rate,idn.13.1301,2025-03-01,2025-03-31,annual,13.22,percent,observed,bpsprov_442c429946468477713b83de,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_06719188c11f37bd5b8d5a06,expected_years_schooling,idn.13.1301,2020-03-01,2020-03-31,annual,12.82,years,observed,bpsprov_c606bbf051bf5fb073102493,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_06859badbf4fc5e5524d6f10,poverty_rate,idn.13.1311,2025-03-01,2025-03-31,annual,4.61,percent,observed,bpsprov_442c429946468477713b83de,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1311:Dharmasraya; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_068ea07b8978b4a7668af7e4,real_grdp_growth,idn.13.1375,2023-01-01,2023-12-31,annual,4.79,percent,observed,bpsprov_dca86ab5cd51810aef6250d8,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1375:Bukittinggi; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
bpsobs_06955142d4039b4d8bfdc9ed,poverty_rate,idn.13.1309,2019-03-01,2019-03-31,annual,7.21,percent,observed,bpsprov_a3a2aed09ac98b164a7cf8f1,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1309:Pasaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_06d6eea9079e4e179f9ca7dd,poverty_rate,idn.13.1305,2023-03-01,2023-03-31,annual,4.16,percent,observed,bpsprov_81f9e12f5ebaf95e940bea3c,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1305:Tanah Datar; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_071602dc4a8e8d1ccec04e36,poverty_rate,idn.13.1371,2021-03-01,2021-03-31,annual,4.94,percent,observed,bpsprov_4e74f8113f789471e27d55c2,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1371:Padang; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_07376993d07a73b8d28532f4,unemployment_rate,idn.13.1376,2020-08-01,2020-08-31,annual,6.68,percent,observed,bpsprov_2656b715fcc4cc40484c4657,false,,Sakernas August,,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1376:Kota Payakumbuh; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
bpsobs_07b426b95a101c80a5755247,life_expectancy,idn.13.1309,2022-01-01,2022-12-31,annual,71.71,years,observed,bpsprov_8e47c62ff74ef0847a5cff92,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1309:Kab. Pasaman; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_07b9094b76bf69e296257a92,mean_years_schooling,idn.13.1377,2024-03-01,2024-03-31,annual,11.06,years,observed,bpsprov_add5eeaff99a0a19ee63ba76,false,true,BPS HDI new method; Susenas March,,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1377:Kota Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_07deeb8e84cf53b8c1a83931,expected_years_schooling,idn.13.1377,2023-03-01,2023-03-31,annual,14.79,years,observed,bpsprov_cde052e57f05b91e06c2e261,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1377:Kota Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_080e48f7d73ab876cc87113b,life_expectancy,idn.13.1373,2023-01-01,2023-12-31,annual,73.79,years,observed,bpsprov_d7adc77cd028b6d503ff15ea,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1373:Kota Sawahlunto; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_08b1b84742372618f78ed828,mean_years_schooling,idn.13.1376,2022-03-01,2022-03-31,annual,10.82,years,observed,bpsprov_479bf204f2718d1d86a39fdb,false,true,BPS HDI new method; Susenas March,,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1376:Kota Payakumbuh; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_0906e5e6746d340e5086fa94,poverty_rate,idn.13.1372,2019-03-01,2019-03-31,annual,3.24,percent,observed,bpsprov_a3a2aed09ac98b164a7cf8f1,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1372:Kota Solok; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_099ad1828c2709311c1755a0,life_expectancy,idn.13.1307,2025-01-01,2025-12-31,annual,74.63,years,observed,bpsprov_a83779be89bfd96d3de692bb,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1307:Kab. Agam; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_099c0ca8d1ee532ae5b31506,labor_force_participation,idn.13.1377,2023-08-01,2023-08-31,annual,71.23,percent,observed,bpsprov_2776cfd7d11c4be66cb629f9,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1377:Kota Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_099f71b5d2badab759383e90,poverty_rate,idn.13.1307,2022-03-01,2022-03-31,annual,6.22,percent,observed,bpsprov_07afa8f13634c9788796a1be,false,true,Susenas March,,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1307:Agam; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
bpsobs_09cc5e7f541639191e8fd1f8,life_expectancy,idn.13,2024-01-01,2024-12-31,annual,74.37,years,observed,bpsprov_4edb40782c8f432cc3add0cc,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1378:Provinsi Sumatera Barat; geography_mapping=qualified_source_aggregate_alias; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_0a31a9cc6e45eb40d065214c,labor_force_participation,idn.13.1311,2021-08-01,2021-08-31,annual,73.04,percent,observed,bpsprov_803d538d0bd89745bac67ed6,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1311:Kab. Dharmasraya; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_0a4bf2b4b204188fedd34f64,labor_force_participation,idn.13.1301,2018-08-01,2018-08-31,annual,75.0,percent,observed,bpsprov_22a2958ae7ad027a09947938,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1301:Kab. Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_0a7332b9c49d0f623a155941,real_grdp_growth,idn.13.1301,2018-01-01,2018-12-31,annual,4.89,percent,observed,bpsprov_334a15296b02b74a48ac724e,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
bpsobs_0ab18daa325e386f5db5c362,expected_years_schooling,idn.13.1302,2018-03-01,2018-03-31,annual,13.3,years,observed,bpsprov_1c9e409f73f417d3bb806144,false,true,BPS HDI new method; Susenas March,,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1302:Kab. Pesisir Selatan; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
bpsobs_0ae9a895acaead60593955dc,life_expectancy,idn.13.1375,2021-01-01,2021-12-31,annual,74.7,years,observed,bpsprov_9e38f491ad34cf0e81b46a4c,false,true,LF-SP2020 based UHH,,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1375:Kota Bukittinggi; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
bpsobs_0afbf2a55d903ec4d61e5e6e,labor_force_participation,idn.13.1309,2024-08-01,2024-08-31,annual,71.86,percent,observed,bpsprov_da6907579350f5a1fd4daaa4,false,,Sakernas August,,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1309:Kab. Pasaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
bpsobs_0bc027c8866573eac263c2ef,real_grdp_growth,idn.13.1301,2023-01-01,2023-12-31,annual,4.04,percent,observed,bpsprov_dca86ab5cd51810aef6250d8,false,true,ADHK 2010,constant_2010,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1301:Kepulauan Mentawai; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
