target_id,candidate_id,gap_object,excluded_geography_id,remaining_row_count,within_year_rank_association,full_sample_sign_retained,claim_scope
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1302,76,0.021068103870651642,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1303,75,0.10974358974358976,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1304,75,0.07692307692307693,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1305,75,-0.0358974358974359,False,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1306,75,-0.09230769230769231,False,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1307,75,0.07897435897435898,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1308,75,0.1230769230769231,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1309,77,0.07027540360873694,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1310,75,0.07487179487179488,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1311,75,0.09128205128205129,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1371,78,0.03413746017296313,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1372,76,0.10552268244575935,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1373,75,0.05435897435897437,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1376,75,0.21641025641025644,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,idn.13.1377,77,0.1260028315243039,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1302,76,0.1268985791278785,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1303,75,0.1476923076923077,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1304,75,0.03384615384615385,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1305,75,0.2974358974358975,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1306,75,0.10666666666666667,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1307,75,0.11076923076923079,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1308,75,0.10871794871794874,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1309,77,0.08547008547008547,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1310,75,0.09641025641025643,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1311,75,0.06871794871794873,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1371,78,0.08329540282203005,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1372,76,0.257396449704142,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1373,75,0.08923076923076924,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1376,75,0.1076923076923077,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,idn.13.1377,77,0.19679093912222742,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1302,52,0.24174328946367052,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1303,51,0.24972778414615182,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1304,51,0.1372050907082055,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1305,51,0.27576197387518137,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1306,51,0.20617061249275326,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1307,51,0.10018149480281671,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1308,51,0.2018148953274134,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1309,51,0.19165155527495373,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1310,51,0.18947369669228378,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1311,51,0.22206095791001448,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1371,52,0.13959823757761256,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1372,52,0.28375130495972956,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1373,51,0.21197823537987306,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1376,51,0.08130672041967733,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,idn.13.1377,53,0.204978995517605,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1302,76,0.021073266988942768,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,idn.13.1303,75,0.09848679472422436,True,association_stability_not_causal
