target_id,candidate_id,gap_object,excluded_target_year,remaining_row_count,within_year_rank_association,full_sample_sign_retained,claim_scope
poverty_rate,annual_rainfall,expected_gap_rmse_units,2019,68,0.09221213569039656,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,2020,68,0.07692307692307693,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,2021,68,0.02150023889154324,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,2022,67,0.01598401598401598,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,2023,67,0.09590409590409589,True,association_stability_not_causal
poverty_rate,annual_rainfall,expected_gap_rmse_units,2024,67,0.12087912087912087,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2019,68,0.18203535594839942,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2020,68,0.18012422360248448,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2021,68,0.07501194457716197,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2022,67,0.0819180819180819,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2023,67,0.13686313686313684,True,association_stability_not_causal
poverty_rate,expected_years_schooling,expected_gap_rmse_units,2024,67,0.11088911088911088,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,2021,42,0.14144376178634824,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,2022,41,0.1963093987190336,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,2023,41,0.2150706436420722,True,association_stability_not_causal
poverty_rate,life_expectancy,expected_gap_rmse_units,2024,41,0.24028270403209714,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2019,68,0.06929510353141817,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2020,68,0.07692307692307693,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2021,68,0.11230585744747083,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2022,67,0.1239070735640212,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2023,67,0.07394454390110942,True,association_stability_not_causal
poverty_rate,underemployment_rate,expected_gap_rmse_units,2024,67,0.10891831466514766,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2019,68,-0.12947921643573818,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2020,68,-0.1361681796464405,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2021,68,-0.09412326803631152,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2022,67,-0.07892107892107891,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2023,67,-0.04495504495504495,True,association_stability_not_causal
real_grdp_growth,annual_rainfall,expected_gap_rmse_units,2024,67,-0.006993006993006992,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2019,68,-0.21548017200191114,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2020,68,-0.33301481127568083,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2021,68,-0.22503583373148592,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2022,67,-0.19680319680319677,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2023,67,-0.19980019980019978,True,association_stability_not_causal
real_grdp_growth,expected_years_schooling,expected_gap_rmse_units,2024,67,-0.16583416583416583,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,2021,42,-0.35544157754600464,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,2022,41,-0.3313702650377287,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,2023,41,-0.39717425431711145,True,association_stability_not_causal
real_grdp_growth,life_expectancy,expected_gap_rmse_units,2024,41,-0.3580683432635173,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2019,68,-0.0363201921957778,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2020,68,0.1409460105112279,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2021,68,0.08124253517476614,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2022,67,-0.04146889962021677,False,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2023,67,0.03647264665392559,True,association_stability_not_causal
real_grdp_growth,underemployment_rate,expected_gap_rmse_units,2024,67,0.055458407925832065,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2019,68,0.48494983277591974,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2020,68,0.4725274725274725,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2021,68,0.41997133301481127,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2022,67,0.4515484515484515,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2023,67,0.47452547452547444,True,association_stability_not_causal
unemployment_rate,annual_rainfall,expected_gap_rmse_units,2024,67,0.4435564435564435,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2019,68,-0.0692785475394171,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2020,68,-0.07023411371237458,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2021,68,-0.14476827520305782,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2022,67,-0.06993006993006992,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2023,67,-0.020979020979020976,True,association_stability_not_causal
unemployment_rate,expected_years_schooling,expected_gap_rmse_units,2024,67,-0.0889110889110889,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,2021,42,-0.15170393103509888,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,2022,41,-0.06910090834909983,True,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,2023,41,0.018838304552590265,False,association_stability_not_causal
unemployment_rate,life_expectancy,expected_gap_rmse_units,2024,41,-0.053396156451577144,True,association_stability_not_causal
