geography_id,geography_name,target_id,dimension_id,target_direction,row_count,interpretation_authorized_row_count,support_warning_row_count,positive_favorable_peer_gap_authorized_year_count,nonpositive_favorable_peer_gap_authorized_year_count,positive_gap_persistence_rate_authorized_rows,persistence_label,median_expected_adverse_gap,median_favorable_peer_gap,median_expected_gap_rmse_units,median_favorable_peer_gap_rmse_units,latest_year,latest_observed,latest_expected_adverse_gap,latest_favorable_peer_gap,latest_expected_gap_rmse_units,latest_favorable_peer_gap_rmse_units,latest_expected_interval_classification,latest_support_warning,latest_gap_interpretation_authorized,primary_alternative_gap_sign_agreement_rate,minimum_authorized_years_for_label,persistent_positive_gap_rate_threshold,mostly_meets_or_exceeds_rate_threshold,claim_type,causal_claim,monetary_wasted_potential_claim
idn.13.1301,Kepulauan Mentawai,poverty_rate,living_standards_inclusion,lower_is_favorable,6,0,6,0,0,,insufficient_supported_years,6.54456615514,8.22050736001,3.34034477066,4.19574470198,2024,13.89,6.41146907915,8.08741028402,3.27241205958,4.12781199089,materially_less_favorable_than_expected,true,false,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1301,Kepulauan Mentawai,unemployment_rate,labor_market,lower_is_favorable,6,0,6,0,0,,insufficient_supported_years,-1.1893353266,0.604687628087,-0.693752575845,0.352721045265,2024,1.44,-1.93943528878,-0.145412334097,-1.13129425923,-0.0848206381191,within_expected_interval,true,false,0.5,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1301,Kepulauan Mentawai,real_grdp_growth,economic_dynamism,higher_is_favorable,6,0,6,0,0,,insufficient_supported_years,0.70605446393,1.39339090775,0.709295976216,1.39978799746,2024,3.97,0.74735472002,1.43469116384,0.750785842732,1.44127786398,within_expected_interval,true,false,0.833333333333,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1302,Pesisir Selatan,poverty_rate,living_standards_inclusion,lower_is_favorable,6,5,6,5,0,1,persistent_less_favorable_than_favorable_reference,1.28962296518,2.96556417005,0.658223207733,1.51362313905,2024,7.49,1.59403734057,3.26997854544,0.813596221443,1.66899615276,within_expected_interval,true,false,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1302,Pesisir Selatan,unemployment_rate,labor_market,lower_is_favorable,6,5,6,5,0,1,persistent_less_favorable_than_favorable_reference,0.102474864225,2.02488883426,0.059774732513,1.18114026647,2024,5.06,-0.13950376002,1.78291021002,-0.0813741008863,1.03999143307,within_expected_interval,true,false,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1302,Pesisir Selatan,real_grdp_growth,economic_dynamism,higher_is_favorable,6,5,6,4,1,0.8,persistent_less_favorable_than_favorable_reference,0.146692290745,0.807381073514,0.147365758426,0.811087778596,2024,3.84,0.18358155824,0.844270341009,0.184424385397,0.848146405566,within_expected_interval,true,false,0.833333333333,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1303,Solok,poverty_rate,living_standards_inclusion,lower_is_favorable,6,6,6,6,0,1,persistent_less_favorable_than_favorable_reference,0.334389469425,2.0103306743,0.170672293484,1.0260722248,2024,7.31,0.18952522654,1.86546643141,0.0967336236464,0.952133554965,within_expected_interval,false,true,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1303,Solok,unemployment_rate,labor_market,lower_is_favorable,6,6,6,6,0,1,persistent_less_favorable_than_favorable_reference,0.655314913675,2.57772888372,0.382252506241,1.50361804019,2024,4.91,1.2921791404,3.21459311044,0.753742520768,1.87510805472,within_expected_interval,false,true,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1303,Solok,real_grdp_growth,economic_dynamism,higher_is_favorable,6,6,6,5,1,0.833333333333,persistent_less_favorable_than_favorable_reference,0.043980747325,0.704669530094,0.0441826639477,0.707904684117,2024,3.91,0.2802454717,0.940934254469,0.281532085107,0.945254105277,within_expected_interval,false,true,0.5,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1304,Sijunjung,poverty_rate,living_standards_inclusion,lower_is_favorable,6,6,6,5,1,0.833333333333,persistent_less_favorable_than_favorable_reference,-1.35687555462,0.302495257227,-0.692548910938,0.154393496326,2024,5.78,-1.67107614505,-0.011705333203,-0.852916806121,-0.00597439885648,within_expected_interval,false,true,0.333333333333,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1304,Sijunjung,unemployment_rate,labor_market,lower_is_favorable,6,6,6,6,0,1,persistent_less_favorable_than_favorable_reference,-0.12755424391,1.79485972613,-0.0744038147138,1.04696171924,2024,4.73,0.10508915546,2.0275031255,0.0612996777809,1.18266521173,within_expected_interval,false,true,1,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1304,Sijunjung,real_grdp_growth,economic_dynamism,higher_is_favorable,6,6,6,5,1,0.833333333333,persistent_less_favorable_than_favorable_reference,-0.25035914441,0.410329638359,-0.251508549001,0.412213471168,2024,3.89,-0.22943349858,0.431255284189,-0.23048683305,0.433235187119,within_expected_interval,false,true,0.833333333333,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
idn.13.1305,Tanah Datar,poverty_rate,living_standards_inclusion,lower_is_favorable,6,6,6,2,4,0.333333333333,mostly_meets_or_exceeds_favorable_reference,-1.66734858306,-0.075315264691,-0.851014259506,-0.0384408904422,2024,4.28,-1.50428031367,0.087753004704,-0.76778425953,0.0447891095336,within_expected_interval,false,true,0.5,4,0.666666666667,0.333333333333,derived_descriptive_classification,false,false
